                                                                                IPDPS HALL OF FAME                                                                                
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Author				' 91 ' 92 ' 93 ' 94 ' 95 ' 96 ' 97 ' 98 ' 99 ' 00 ' 01 ' 02 ' 03 ' 04 ' 05 ' 06 ' 07 ' 08 ' 09 ' 10 ' 11 ' 12 ' 13 ' 14 ' 15 ' 16 ' 17 ' 18 ' 19 ' 20 

Jose Flich				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  1  |  3  |  0  |  2  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     11
Isaac D. Scherson			|  1  |  1  |  2  |  1  |  0  |  1  |  0  |  0  |  1  |  1  |  0  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     11
Dimitrios S. Nikolopoulos		|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  2  |  1  |  0  |  0  |  0  |  1  |  1  |  1  |  2  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  0       ||     11
Darren J. Kerbyson			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  3  |  2  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  1  |  0  |  0  |  0       ||     11
Cauligi S. Raghavendra		|  1  |  1  |  2  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  3  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0       ||     11
Alex K. Jones			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  1  |  3  |  4  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     11
Alan Sussman			|  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  1  |  1  |  0  |  2  |  1  |  0  |  1  |  0  |  2  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     11
Yogish Sabharwal			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  2  |  0  |  1  |  1  |  0  |  2  |  1  |  0  |  0  |  0       ||     10
Weikuan Yu			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  0  |  1  |  1  |  0  |  0  |  1  |  1  |  1  |  1  |  0  |  1  |  0  |  0  |  0       ||     10
Toshio Endo			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  4  |  1  |  1  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0       ||     10
Timothy Mark Pinkston		|  0  |  0  |  0  |  0  |  1  |  2  |  2  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Thomas Rauber			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  2  |  0  |  2  |  2  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Sudhakar Yalamanchili		|  0  |  1  |  1  |  0  |  1  |  1  |  1  |  0  |  0  |  1  |  1  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Pavan Balaji			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  2  |  2  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  1  |  0  |  2  |  0  |  0  |  0       ||     10
Nectarios Koziris			|  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  2  |  3  |  2  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Maria Cristina Pinotti		|  0  |  0  |  0  |  0  |  0  |  1  |  1  |  2  |  1  |  0  |  1  |  1  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Keshav Pingali			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  1  |  1  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  1  |  1  |  1       ||     10
Kei Davis				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  2  |  0  |  0  |  3  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  0       ||     10
Jun Wang			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  2  |  1  |  0  |  3  |  0  |  0  |  0  |  1  |  2  |  0  |  0  |  0  |  0       ||     10
José E. Moreira			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  1  |  1  |  1  |  3  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
John D. Owens			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  2  |  0  |  0  |  1  |  0  |  0  |  1  |  4  |  0  |  1       ||     10
Jerry L. Trahan			|  0  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  1  |  1  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  1       ||     10
I-Hsin Chung			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  2  |  3  |  2  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
El-Ghazali Talbi			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  1  |  1  |  0  |  0  |  0  |  2  |  1  |  3  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Denis Trystram			|  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  2  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0       ||     10
Dan C. Marinescu			|  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  2  |  0  |  0  |  2  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Bertil Schmidt			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  1  |  1  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  1  |  0  |  1       ||     10
Behrooz Parhami			|  1  |  1  |  0  |  0  |  1  |  0  |  1  |  1  |  2  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Assaf Schuster			|  0  |  2  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Anand Sivasubramaniam		|  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  2  |  1  |  0  |  1  |  1  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     10
Ali Raza Butt			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  1  |  1  |  0  |  0  |  1  |  1  |  0  |  1  |  1  |  0       ||     10
Zizhong Chen			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  2  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  1  |  0  |  0       ||     9
Zhiling Lan			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  2  |  1  |  1  |  0  |  1  |  0  |  0  |  1  |  0  |  1       ||     9
Xin Yuan				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  2  |  0  |  1  |  0  |  0       ||     9
Uzi Vishkin			|  0  |  0  |  1  |  2  |  2  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Sivasankaran Rajamanickam		|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  0  |  2  |  1  |  2  |  1  |  1  |  0  |  0       ||     9
Scott Pakin			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  1  |  0  |  0  |  0  |  0  |  2  |  0  |  2  |  1  |  1  |  0  |  0       ||     9
Philip A. Wilsey			|  0  |  1  |  0  |  1  |  1  |  0  |  1  |  0  |  1  |  1  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Olav Lysne			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  0  |  0  |  2  |  1  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Marc Snir				|  0  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  1  |  0  |  0  |  1  |  1  |  0  |  1  |  1  |  0       ||     9
Konrad Malkowski			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  3  |  2  |  2  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Johnnie W. Baker			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  1  |  3  |  0  |  1  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Jiannong Cao			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  2  |  1  |  1  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0       ||     9
Ishfaq Ahmad			|  0  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  2  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Hai Jin				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  1  |  0  |  2  |  2       ||     9
Guojing Cong			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  2  |  1  |  0  |  1  |  2  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0       ||     9
Franciszek Seredynski		|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  0  |  1  |  1  |  1  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Edmond Chow			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  2  |  0  |  0  |  0  |  1  |  3  |  1       ||     9
Edgar Solomonik			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  3  |  1  |  0  |  0  |  2  |  0  |  1  |  1       ||     9
Dror G. Feitelson			|  0  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  1  |  1  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     9
Christian Scheideler		|  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  2  |  1  |  0  |  0  |  0  |  0  |  2  |  2  |  0       ||     9
Binoy Ravindran			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  1  |  1  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  0       ||     9
Xubin He				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  3  |  1  |  2       ||     8
Xing Liu				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  3  |  1  |  1  |  1  |  1  |  0  |  0       ||     8
Xiaosong Ma			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  2  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Xavier Martorell			|  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  1  |  2  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Vivek Sarkar			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  2  |  1  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  0       ||     8
Venkatesan T. Chakaravarthy		|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  0  |  1  |  1  |  0  |  2  |  1  |  0  |  0  |  0       ||     8
Tarek A. El-Ghazawi		|  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  3  |  0  |  1  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Taisuke Boku			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  2  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0       ||     8
Sushil K. Prasad			|  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  2  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Subhash Saini			|  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  3  |  0  |  0  |  2  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Seyong Lee			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  2  |  2  |  0  |  0       ||     8
Sartaj Sahni			|  2  |  2  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Samuel Williams			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  2  |  1  |  0  |  1  |  2  |  1  |  0  |  0  |  0  |  0  |  0       ||     8
Rudolf Eigenmann			|  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  2  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Raphaël Couturier			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  3  |  1  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Rajeev Thakur			|  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  2  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Peter J. Keleher			|  0  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Pen-Chung Yew			|  2  |  1  |  0  |  1  |  0  |  1  |  1  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Mohan Kumar			|  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  2  |  0  |  1  |  1  |  0  |  1  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Mikhail Smelyanskiy		|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  2  |  2  |  1  |  1  |  0  |  0  |  0  |  0       ||     8
Lionel M. Ni			|  0  |  0  |  0  |  1  |  1  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Kai Li				|  0  |  0  |  1  |  1  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0       ||     8
Kai Hwang			|  1  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  3  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Jean-Luc Gaudiot			|  1  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  2  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Ioana Banicescu			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  0  |  2  |  1  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Hari Subramoni			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  2  |  1  |  0  |  0  |  1  |  0  |  1  |  1  |  1       ||     8
Hao Wang			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  2  |  0  |  1  |  2  |  1  |  0  |  0       ||     8
George Karypis			|  0  |  0  |  1  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  1  |  1  |  0  |  0  |  0       ||     8
Enrique Alba			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  2  |  0  |  2  |  1  |  1  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Dong Li				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  2  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  2  |  1       ||     8
Dimiter R. Avresky			|  0  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  1  |  0  |  2  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Dharma P. Agrawal			|  1  |  1  |  1  |  0  |  1  |  1  |  0  |  0  |  0  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
David R. Kaeli			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  1  |  0  |  2  |  0  |  1  |  1  |  0       ||     8
David J. Lilja			|  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  1  |  1  |  0  |  0  |  2  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
David A. Padua			|  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  1  |  1  |  0  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Barry Rountree			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  1  |  0  |  0  |  1  |  1  |  1  |  1  |  1       ||     8
Ariful Azad			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  2  |  2  |  0  |  1  |  1       ||     8
Anu G. Bourgeois			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  2  |  0  |  1  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Andrea Pietracaprina		|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  1  |  1  |  0  |  1  |  0  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0       ||     8
Alexandru Nicolau			|  2  |  0  |  0  |  2  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     8
Ziang Hu				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  0  |  4  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
Yunhao Liu			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  2  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
Yiming Hu			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  0  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0       ||     7
Xiaodong Zhang			|  0  |  0  |  0  |  2  |  1  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
Vinod Tipparaju			|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  1  |  2  |  0  |  1  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
Vijaya Ramachandran		|  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  0  |  2  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  0       ||     7
Vijay Karamcheti			|  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  0  |  0  |  0  |  1  |  0  |  0  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
Vaidy S. Sunderam			|  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  3  |  0  |  0  |  0  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
Tor Skeie				|  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  1  |  1  |  0  |  1  |  0  |  0  |  0  |  1  |  1  |  1  |  1  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
Thomas L. Sterling			|  0  |  0  |  0  |  0  |  0  |  1  |  0  |  0  |  0  |  0  |  0  |  1  |  2  |  0  |  0  |  1  |  2  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0  |  0       ||     7
